Time;01:19:47;Date;05/03/19;AcX;-8.33;AcY;-2.44;AcZ;3.61;Tmp;27.68;GyX;-155.00;GyY;219.00;GyZ;31.00;
Time;01:19:47;Date;05/03/19;AcX;-8.43;AcY;-2.46;AcZ;3.55;Tmp;27.68;GyX;-174.00;GyY;235.00;GyZ;-14.00;
Time;01:19:47;Date;05/03/19;AcX;-8.37;AcY;-2.42;AcZ;3.57;Tmp;27.54;GyX;-128.00;GyY;227.00;GyZ;17.00;
Time;01:19:47;Date;05/03/19;AcX;-8.44;AcY;-2.43;AcZ;3.52;Tmp;27.68;GyX;-174.00;GyY;207.00;GyZ;-29.00;
Time;01:19:47;Date;05/03/19;AcX;-8.37;AcY;-2.47;AcZ;3.51;Tmp;27.64;GyX;-155.00;GyY;227.00;GyZ;28.00;
Time;01:19:47;Date;05/03/19;AcX;-8.46;AcY;-2.45;AcZ;3.55;Tmp;27.68;GyX;-172.00;GyY;225.00;GyZ;-24.00;
Time;01:19:47;Date;05/03/19;AcX;-8.34;AcY;-2.42;AcZ;3.52;Tmp;27.68;GyX;-150.00;GyY;208.00;GyZ;30.00;
Time;01:19:47;Date;05/03/19;AcX;-8.43;AcY;-2.42;AcZ;3.49;Tmp;27.59;GyX;-156.00;GyY;236.00;GyZ;-9.00;
Time;01:19:47;Date;05/03/19;AcX;-8.41;AcY;-2.50;AcZ;3.56;Tmp;27.59;GyX;-148.00;GyY;196.00;GyZ;26.00;
Time;01:19:47;Date;05/03/19;AcX;-8.43;AcY;-2.46;AcZ;3.51;Tmp;27.64;GyX;-150.00;GyY;217.00;GyZ;15.00;
Time;01:19:47;Date;05/03/19;AcX;-8.41;AcY;-2.47;AcZ;3.63;Tmp;27.64;GyX;-165.00;GyY;217.00;GyZ;9.00;
Time;01:19:47;Date;05/03/19;AcX;-8.41;AcY;-2.43;AcZ;3.56;Tmp;27.68;GyX;-152.00;GyY;228.00;GyZ;17.00;
Time;01:19:48;Date;05/03/19;AcX;-8.42;AcY;-2.40;AcZ;3.53;Tmp;27.64;GyX;-160.00;GyY;197.00;GyZ;-11.00;
Time;01:19:48;Date;05/03/19;AcX;-8.42;AcY;-2.48;AcZ;3.58;Tmp;27.68;GyX;-130.00;GyY;234.00;GyZ;8.00;
Time;01:19:48;Date;05/03/19;AcX;-8.40;AcY;-2.44;AcZ;3.54;Tmp;27.64;GyX;-167.00;GyY;227.00;GyZ;-15.00;
Time;01:19:48;Date;05/03/19;AcX;-8.36;AcY;-2.40;AcZ;3.55;Tmp;27.64;GyX;-164.00;GyY;231.00;GyZ;20.00;
Time;01:19:48;Date;05/03/19;AcX;-8.46;AcY;-2.44;AcZ;3.60;Tmp;27.68;GyX;-160.00;GyY;235.00;GyZ;-12.00;
Time;01:19:48;Date;05/03/19;AcX;-8.45;AcY;-2.45;AcZ;3.59;Tmp;27.59;GyX;-154.00;GyY;216.00;GyZ;14.00;
Time;01:19:48;Date;05/03/19;AcX;-8.40;AcY;-2.45;AcZ;3.56;Tmp;27.73;GyX;-175.00;GyY;227.00;GyZ;-1.00;
Time;01:19:48;Date;05/03/19;AcX;-8.46;AcY;-2.44;AcZ;3.65;Tmp;27.68;GyX;-144.00;GyY;222.00;GyZ;15.00;
Time;01:19:48;Date;05/03/19;AcX;-8.41;AcY;-2.40;AcZ;3.57;Tmp;27.64;GyX;-176.00;GyY;243.00;GyZ;-12.00;
Time;01:19:48;Date;05/03/19;AcX;-8.43;AcY;-2.42;AcZ;3.54;Tmp;27.68;GyX;-160.00;GyY;226.00;GyZ;-12.00;
Time;01:19:48;Date;05/03/19;AcX;-8.35;AcY;-2.44;AcZ;3.57;Tmp;27.68;GyX;-179.00;GyY;250.00;GyZ;6.00;
Time;01:19:48;Date;05/03/19;AcX;-8.34;AcY;-2.44;AcZ;3.51;Tmp;27.73;GyX;-161.00;GyY;236.00;GyZ;-10.00;
Time;01:19:48;Date;05/03/19;AcX;-8.43;AcY;-2.40;AcZ;3.49;Tmp;27.64;GyX;-162.00;GyY;222.00;GyZ;10.00;
Time;01:19:48;Date;05/03/19;AcX;-8.41;AcY;-2.46;AcZ;3.56;Tmp;27.64;GyX;-168.00;GyY;241.00;GyZ;-16.00;
Time;01:19:49;Date;05/03/19;AcX;-8.40;AcY;-2.45;AcZ;3.54;Tmp;27.68;GyX;-158.00;GyY;246.00;GyZ;15.00;
Time;01:19:49;Date;05/03/19;AcX;-8.40;AcY;-2.41;AcZ;3.55;Tmp;27.64;GyX;-168.00;GyY;208.00;GyZ;-7.00;
Time;01:19:49;Date;05/03/19;AcX;-8.38;AcY;-2.41;AcZ;3.50;Tmp;27.59;GyX;-153.00;GyY;233.00;GyZ;23.00;
Time;01:19:49;Date;05/03/19;AcX;-8.38;AcY;-2.42;AcZ;3.60;Tmp;27.54;GyX;-171.00;GyY;215.00;GyZ;8.00;
Time;01:19:49;Date;05/03/19;AcX;-8.43;AcY;-2.37;AcZ;3.60;Tmp;27.68;GyX;-148.00;GyY;223.00;GyZ;-18.00;
Time;01:19:49;Date;05/03/19;AcX;-8.40;AcY;-2.35;AcZ;3.47;Tmp;27.68;GyX;-166.00;GyY;231.00;GyZ;-6.00;
Time;01:19:49;Date;05/03/19;AcX;-8.47;AcY;-2.46;AcZ;3.44;Tmp;27.59;GyX;-154.00;GyY;227.00;GyZ;10.00;
Time;01:19:49;Date;05/03/19;AcX;-8.39;AcY;-2.44;AcZ;3.55;Tmp;27.68;GyX;-150.00;GyY;243.00;GyZ;-3.00;
Time;01:19:49;Date;05/03/19;AcX;-8.43;AcY;-2.47;AcZ;3.59;Tmp;27.59;GyX;-159.00;GyY;238.00;GyZ;7.00;
Time;01:19:49;Date;05/03/19;AcX;-8.38;AcY;-2.42;AcZ;3.57;Tmp;27.64;GyX;-165.00;GyY;229.00;GyZ;7.00;
Time;01:19:49;Date;05/03/19;AcX;-8.40;AcY;-2.51;AcZ;3.60;Tmp;27.68;GyX;-156.00;GyY;209.00;GyZ;-2.00;
Time;01:19:49;Date;05/03/19;AcX;-8.37;AcY;-2.40;AcZ;3.59;Tmp;27.64;GyX;-146.00;GyY;243.00;GyZ;4.00;
Time;01:19:49;Date;05/03/19;AcX;-8.39;AcY;-2.43;AcZ;3.59;Tmp;27.68;GyX;-177.00;GyY;216.00;GyZ;-2.00;
Time;01:19:50;Date;05/03/19;AcX;-8.43;AcY;-2.36;AcZ;3.55;Tmp;27.64;GyX;-157.00;GyY;214.00;GyZ;14.00;
Time;01:19:50;Date;05/03/19;AcX;-8.36;AcY;-2.47;AcZ;3.64;Tmp;27.59;GyX;-163.00;GyY;229.00;GyZ;-1.00;
Time;01:19:50;Date;05/03/19;AcX;-8.42;AcY;-2.43;AcZ;3.61;Tmp;27.59;GyX;-153.00;GyY;223.00;GyZ;15.00;
Time;01:19:50;Date;05/03/19;AcX;-8.46;AcY;-2.44;AcZ;3.48;Tmp;27.68;GyX;-163.00;GyY;226.00;GyZ;-3.00;
Time;01:19:50;Date;05/03/19;AcX;-8.45;AcY;-2.45;AcZ;3.52;Tmp;27.73;GyX;-150.00;GyY;221.00;GyZ;9.00;
Time;01:19:50;Date;05/03/19;AcX;-8.47;AcY;-2.46;AcZ;3.49;Tmp;27.59;GyX;-169.00;GyY;206.00;GyZ;22.00;
Time;01:19:50;Date;05/03/19;AcX;-8.42;AcY;-2.49;AcZ;3.58;Tmp;27.68;GyX;-147.00;GyY;233.00;GyZ;8.00;
Time;01:19:50;Date;05/03/19;AcX;-8.41;AcY;-2.41;AcZ;3.64;Tmp;27.73;GyX;-155.00;GyY;231.00;GyZ;-5.00;
Time;01:19:50;Date;05/03/19;AcX;-8.42;AcY;-2.48;AcZ;3.51;Tmp;27.68;GyX;-167.00;GyY;223.00;GyZ;-9.00;
Time;01:19:50;Date;05/03/19;AcX;-8.44;AcY;-2.43;AcZ;3.56;Tmp;27.68;GyX;-144.00;GyY;232.00;GyZ;15.00;
Time;01:19:50;Date;05/03/19;AcX;-8.47;AcY;-2.39;AcZ;3.60;Tmp;27.68;GyX;-164.00;GyY;229.00;GyZ;10.00;
Time;01:19:50;Date;05/03/19;AcX;-8.41;AcY;-2.38;AcZ;3.61;Tmp;27.59;GyX;-150.00;GyY;255.00;GyZ;-2.00;
Time;01:19:50;Date;05/03/19;AcX;-8.43;AcY;-2.41;AcZ;3.59;Tmp;27.68;GyX;-149.00;GyY;209.00;GyZ;-10.00;
Time;01:19:50;Date;05/03/19;AcX;-8.42;AcY;-2.40;AcZ;3.50;Tmp;27.64;GyX;-157.00;GyY;232.00;GyZ;11.00;
Time;01:19:51;Date;05/03/19;AcX;-8.44;AcY;-2.41;AcZ;3.52;Tmp;27.73;GyX;-145.00;GyY;218.00;GyZ;23.00;
Time;01:19:51;Date;05/03/19;AcX;-8.37;AcY;-2.49;AcZ;3.56;Tmp;27.68;GyX;-139.00;GyY;244.00;GyZ;-3.00;
Time;01:19:51;Date;05/03/19;AcX;-8.40;AcY;-2.41;AcZ;3.51;Tmp;27.54;GyX;-157.00;GyY;210.00;GyZ;15.00;
Time;01:19:51;Date;05/03/19;AcX;-8.42;AcY;-2.45;AcZ;3.54;Tmp;27.64;GyX;-151.00;GyY;230.00;GyZ;8.00;
Time;01:19:51;Date;05/03/19;AcX;-8.38;AcY;-2.44;AcZ;3.60;Tmp;27.64;GyX;-173.00;GyY;229.00;GyZ;-20.00;
Time;01:19:51;Date;05/03/19;AcX;-8.41;AcY;-2.50;AcZ;3.50;Tmp;27.68;GyX;-146.00;GyY;215.00;GyZ;8.00;
Time;01:19:51;Date;05/03/19;AcX;-8.38;AcY;-2.46;AcZ;3.53;Tmp;27.49;GyX;-152.00;GyY;213.00;GyZ;-2.00;
Time;01:19:51;Date;05/03/19;AcX;-8.47;AcY;-2.46;AcZ;3.57;Tmp;27.68;GyX;-160.00;GyY;250.00;GyZ;0.00;
Time;01:19:51;Date;05/03/19;AcX;-8.44;AcY;-2.44;AcZ;3.52;Tmp;27.68;GyX;-154.00;GyY;237.00;GyZ;2.00;
Time;01:19:51;Date;05/03/19;AcX;-8.41;AcY;-2.40;AcZ;3.55;Tmp;27.64;GyX;-157.00;GyY;221.00;GyZ;-13.00;
Time;01:19:51;Date;05/03/19;AcX;-8.44;AcY;-2.42;AcZ;3.55;Tmp;27.59;GyX;-152.00;GyY;221.00;GyZ;20.00;
Time;01:19:51;Date;05/03/19;AcX;-8.40;AcY;-2.47;AcZ;3.58;Tmp;27.73;GyX;-159.00;GyY;216.00;GyZ;-8.00;
Time;01:19:51;Date;05/03/19;AcX;-8.42;AcY;-2.45;AcZ;3.49;Tmp;27.68;GyX;-153.00;GyY;233.00;GyZ;13.00;
Time;01:19:52;Date;05/03/19;AcX;-8.37;AcY;-2.46;AcZ;3.55;Tmp;27.68;GyX;-171.00;GyY;206.00;GyZ;9.00;
Time;01:19:52;Date;05/03/19;AcX;-8.41;AcY;-2.43;AcZ;3.61;Tmp;27.64;GyX;-168.00;GyY;233.00;GyZ;0.00;
Time;01:19:52;Date;05/03/19;AcX;-8.45;AcY;-2.42;AcZ;3.57;Tmp;27.59;GyX;-165.00;GyY;225.00;GyZ;-8.00;
Time;01:19:52;Date;05/03/19;AcX;-8.40;AcY;-2.42;AcZ;3.63;Tmp;27.68;GyX;-143.00;GyY;245.00;GyZ;14.00;
Time;01:19:52;Date;05/03/19;AcX;-8.43;AcY;-2.41;AcZ;3.52;Tmp;27.64;GyX;-158.00;GyY;249.00;GyZ;-7.00;
Time;01:19:52;Date;05/03/19;AcX;-8.44;AcY;-2.46;AcZ;3.50;Tmp;27.64;GyX;-149.00;GyY;226.00;GyZ;1.00;
Time;01:19:52;Date;05/03/19;AcX;-8.38;AcY;-2.38;AcZ;3.55;Tmp;27.59;GyX;-158.00;GyY;267.00;GyZ;7.00;
Time;01:19:52;Date;05/03/19;AcX;-8.38;AcY;-2.42;AcZ;3.58;Tmp;27.64;GyX;-156.00;GyY;234.00;GyZ;10.00;
Time;01:19:52;Date;05/03/19;AcX;-8.38;AcY;-2.38;AcZ;3.53;Tmp;27.68;GyX;-160.00;GyY;229.00;GyZ;12.00;
Time;01:19:52;Date;05/03/19;AcX;-8.41;AcY;-2.43;AcZ;3.54;Tmp;27.68;GyX;-168.00;GyY;225.00;GyZ;-13.00;
Time;01:19:52;Date;05/03/19;AcX;-8.39;AcY;-2.45;AcZ;3.48;Tmp;27.59;GyX;-131.00;GyY;233.00;GyZ;6.00;
Time;01:19:52;Date;05/03/19;AcX;-8.43;AcY;-2.46;AcZ;3.61;Tmp;27.64;GyX;-158.00;GyY;228.00;GyZ;3.00;
